"Model: 'ARClock_withLocalization::PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulation: 'Simulation1' (),,,,,,DA,2,,D_PRM,0,,,,,,,,,,,,,,,,,,,,,,
(SimID_1370467900_0_ (PDE Simulation)),,,,,,DR,50,,,,,,,,,,,,,,,,,,,,,,,,,
Sim time range (0.0 200.0) (saved timepoints 201),,,,,,DC,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Number of variables (46),,,,,,D_RNA,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('A') times (0.0 200.0) (roi=('vl2') coord=(X=-1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times (s) down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distances (um) along diameter d=2um ->,,0,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95,1.95,2,,MAX,MIN,AVG,,RATIO
,189,0,0,0.216512434,0.216576039,0.21670325,0.216964729,0.217371265,0.217933915,0.218660044,0.219544891,0.220544283,0.221472092,0.22168264,0.2208286,0.219716956,0.218654462,0.21773417,0.216979509,0.216391033,0.215961538,0.215681861,0.215544134,0.215475271,0,0,,0.22168264,0.215475271,0.217949196,,1.028807803
,190,0,0,0.147096035,0.14715955,0.147286579,0.147547694,0.147953693,0.14851567,0.149241079,0.150125334,0.151124554,0.152052792,0.152263736,0.151409634,0.150298473,0.149236991,0.14831792,0.147564454,0.146977016,0.146548333,0.146269211,0.146131765,0.146063042,0,0,,0.152263736,0.146063042,0.14853255,,1.04245218
,191,0,0,0.121829846,0.121893626,0.122021184,0.122283299,0.122690583,0.123253685,0.123979074,0.124860119,0.125849344,0.126758567,0.126962592,0.126127537,0.125028763,0.123971767,0.123052883,0.122297836,0.121708378,0.121277881,0.120997446,0.12085932,0.120790257,0,0,,0.126962592,0.120790257,0.123261618,,1.051099609
,192,0,0,0.113302224,0.113366425,0.113494827,0.113758527,0.11416783,0.114732655,0.115457902,0.116333828,0.117307806,0.118189133,0.118382956,0.117575201,0.116494936,0.115444836,0.114526227,0.113768626,0.11317588,0.112742409,0.112459816,0.112320568,0.112250944,0,0,,0.118382956,0.112250944,0.11472636,,1.054627713
,193,0,0,0.111250888,0.111315599,0.111445021,0.111710616,0.112122261,0.112688903,0.113413439,0.114282363,0.115237298,0.11608573,0.116267552,0.11549114,0.114433463,0.113392462,0.112474737,0.111714293,0.111117608,0.110680485,0.110395209,0.110254557,0.110184231,0,0,,0.116267552,0.110184231,0.11266466,,1.05521045
,194,0,0,0.111860871,0.111926144,0.11205669,0.112324334,0.112738403,0.113306632,0.114029551,0.114889466,0.11582218,0.116634568,0.116803308,0.116060194,0.115028183,0.113998459,0.113082576,0.11231939,0.111718439,0.111277217,0.110988875,0.110846607,0.110775473,0,0,,0.116803308,0.110775473,0.113261312,,1.054414882
,195,0,0,0.113737428,0.113803286,0.113935003,0.114204733,0.11462111,0.115190421,0.115910511,0.116759256,0.11766692,0.118441185,0.118596169,0.117887082,0.116883153,0.115866878,0.114954063,0.114188532,0.113583216,0.113137598,0.112845899,0.112701842,0.112629814,0,0,,0.118596169,0.112629814,0.115121148,,1.052973142
,196,0,0,0.116403467,0.116469907,0.116602786,0.116874517,0.117292889,0.117862511,0.118578281,0.119413555,0.120293597,0.121028368,0.121169182,0.120494025,0.119520056,0.118519358,0.117611043,0.11684381,0.116234229,0.11578405,0.115488775,0.115342789,0.115269796,0,0,,0.121169182,0.115269796,0.117766523,,1.051178942
,197,0,0,0.119743604,0.119810589,0.119944559,0.120218071,0.120637919,0.121206813,0.121916509,0.122735902,0.123585969,0.124280383,0.12440677,0.123764857,0.122822235,0.121839137,0.120936894,0.120168816,0.119555256,0.119100476,0.118801477,0.118653451,0.118579439,0,0,,0.12440677,0.118579439,0.121081387,,1.049142846
,198,0,0,0.123805926,0.123873384,0.124008299,0.124283226,0.124703807,0.125270662,0.125972283,0.126773292,0.127591216,0.12824474,0.128356516,0.127746736,0.126836398,0.125872764,0.124978245,0.124210351,0.123593261,0.123133961,0.122831162,0.122681019,0.122605947,0,0,,0.128356516,0.122605947,0.125113009,,1.046902851
,199,0,0,0.128746528,0.128814344,0.128949976,0.12922578,0.129646107,0.130209324,0.130900611,0.131680612,0.132464296,0.133076518,0.13317346,0.132594436,0.131716958,0.130774478,0.129889361,0.129122804,0.128502772,0.128039137,0.127732525,0.127580213,0.127504057,0,0,,0.13317346,0.127504057,0.130016395,,1.044464493
,200,0,0,0.13485065,0.134918657,0.135054672,0.135330613,0.135749399,0.136307014,0.136985335,0.137741392,0.138488508,0.13905875,0.139140428,0.13859073,0.13774654,0.136826829,0.135952837,0.13518888,0.134566603,0.134098898,0.133788502,0.133633988,0.133556731,0,0,,0.139140428,0.133556731,0.136075046,,1.04180768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('R') times (0.0 200.0) (roi=('vl2') coord=(X=-1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distances,,0,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95,1.95,2,,,,,,
,0,0,0,  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
,1,0,0,1.10E-04,1.10E-04,1.10E-04,1.10E-04,1.11E-04,1.12E-04,1.13E-04,1.15E-04,1.17E-04,1.20E-04,1.21E-04,1.18E-04,1.16E-04,1.14E-04,1.12E-04,1.12E-04,1.11E-04,1.10E-04,1.10E-04,1.10E-04,1.10E-04,0,0,,0.00012051,0.000109903,0.000112889,,1.096512946
,2,0,0,2.03E-04,2.03E-04,2.03E-04,2.03E-04,2.04E-04,2.04E-04,2.05E-04,2.06E-04,2.08E-04,2.11E-04,2.12E-04,2.10E-04,2.07E-04,2.06E-04,2.05E-04,2.05E-04,2.04E-04,2.04E-04,2.04E-04,2.04E-04,2.04E-04,0,0,,0.000212272,0.000203146,0.000205652,,1.044921926
,3,0,0,3.54E-04,3.54E-04,3.54E-04,3.54E-04,3.53E-04,3.54E-04,3.54E-04,3.55E-04,3.56E-04,3.59E-04,3.60E-04,3.58E-04,3.56E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.56E-04,3.56E-04,3.56E-04,3.56E-04,0,0,,0.000359798,0.000353474,0.000355393,,1.017889013
,4,0,0,5.98E-04,5.98E-04,5.98E-04,5.97E-04,5.97E-04,5.96E-04,5.95E-04,5.95E-04,5.96E-04,5.98E-04,5.99E-04,5.98E-04,5.97E-04,5.98E-04,5.99E-04,6.00E-04,6.01E-04,6.02E-04,6.03E-04,6.03E-04,6.03E-04,0,0,,0.000603243,0.000595318,0.000598539,,1.013311738
,5,0,0,0.001027703,0.001027414,0.001026837,0.001025699,0.001024069,0.001022101,0.001020065,0.001018397,0.001017737,0.001018787,0.001019817,0.001019676,0.001021238,0.00102404,0.001027394,0.001030765,0.001033784,0.001036207,0.00103789,0.00103875,0.00103918,0,0,,0.00103918,0.001017737,0.00102655,,1.02106942
,6,0,0,0.001965891,0.001965214,0.001963861,0.001961171,0.00195725,0.001952359,0.001946978,0.001941867,0.001938141,0.001937199,0.001938585,0.001941701,0.001948023,0.001956223,0.001965003,0.001973387,0.00198069,0.001986465,0.00199044,0.001992464,0.001993476,0,0,,0.001993476,0.001937199,0.001961733,,1.029050646
,7,0,0,0.006546056,0.006543936,0.006539697,0.006531221,0.006518746,0.006502947,0.006485091,0.006467199,0.006452227,0.006444264,0.006447635,0.006463804,0.006488991,0.006518519,0.006548701,0.006576831,0.006601008,0.00661998,0.006632985,0.006639596,0.006642902,0,0,,0.006642902,0.006444264,0.006533921,,1.030824009
,8,0,0,0.289140712,0.289138201,0.289133178,0.289122865,0.28910692,0.289085007,0.289057073,0.289023739,0.28898736,0.288955311,0.288948532,0.28897787,0.289018135,0.289058052,0.289093427,0.289122835,0.289145965,0.289162935,0.289174024,0.289179491,0.289182225,0,0,,0.289182225,0.288948532,0.289086374,,1.000808773
,9,0,0,0.497491868,0.497489455,0.497484628,0.497474712,0.497459279,0.497437916,0.497410337,0.497376705,0.497338678,0.497303297,0.497295239,0.497327795,0.497370086,0.497410454,0.497445389,0.497474024,0.497496344,0.497512638,0.497523247,0.497528472,0.497531084,0,0,,0.497531084,0.497295239,0.497437221,,1.000474257
,10,0,0,0.519732949,0.519730542,0.519725729,0.519715842,0.519700461,0.519679147,0.519651602,0.519617974,0.519579839,0.519544226,0.519536087,0.519568886,0.519611298,0.51965167,0.519686559,0.519715127,0.51973739,0.51975363,0.5197642,0.519769398,0.519771997,0,0,,0.519771997,0.519536087,0.519678312,,1.000454078
,11,0,0,0.476002031,0.47599961,0.475994767,0.475984844,0.475969417,0.475948077,0.475920544,0.475887021,0.475849214,0.475814228,0.475806315,0.47583848,0.475880491,0.475920722,0.475955606,0.475984225,0.476006542,0.476022836,0.476033451,0.47603867,0.476041279,0,0,,0.476041279,0.475806315,0.475947542,,1.000493824
,12,0,0,0.413601363,0.413598934,0.413594076,0.413584095,0.413568597,0.413547188,0.413519652,0.413486301,0.413449038,0.413415059,0.413407513,0.413438683,0.413480041,0.413520039,0.413554918,0.413583629,0.413606069,0.413622465,0.413633151,0.413638417,0.413641051,0,0,,0.413641051,0.413407513,0.413547156,,1.000564909
,13,0,0,0.350467031,0.350464585,0.350459692,0.350449643,0.35043406,0.350412582,0.350385065,0.350351958,0.350315381,0.350282618,0.350275516,0.350305515,0.350346053,0.350385731,0.350420585,0.350449403,0.350471987,0.350488516,0.350499297,0.350504613,0.350507271,0,0,,0.350507271,0.350275516,0.350413195,,1.000661635
,14,0,0,0.292961094,0.292958626,0.292953689,0.292943566,0.292927891,0.292906351,0.292878885,0.292846096,0.292810328,0.292778911,0.292772298,0.292801038,0.292840633,0.292879908,0.292914705,0.292943629,0.292966368,0.292983048,0.292993942,0.292999316,0.293002003,0,0,,0.293002003,0.292772298,0.29290773,,1.000784586
,15,0,0,0.242867617,0.242865124,0.24286014,0.242849938,0.242834176,0.242812585,0.242785211,0.242752818,0.242717968,0.242687987,0.242681894,0.242709334,0.242747883,0.242786674,0.242821372,0.24285039,0.242873291,0.242890133,0.242901155,0.242906599,0.242909322,0,0,,0.242909322,0.242681894,0.242814839,,1.000937143
,16,0,0,0.200172533,0.200170022,0.200164999,0.200154722,0.200138882,0.200117277,0.200090051,0.200058145,0.200024322,0.199995839,0.199990283,0.200016416,0.200053843,0.200092063,0.200126603,0.200155689,0.20017875,0.20019576,0.200206907,0.200212415,0.200215169,0,0,,0.200215169,0.199990283,0.200120509,,1.001124485
,17,0,0,0.16418999,0.164187458,0.164182394,0.164172048,0.164156148,0.164134558,0.164107542,0.164076213,0.164043507,0.164016562,0.164011557,0.1640364,0.164072641,0.164110212,0.164144538,0.164173665,0.164196879,0.164214059,0.164225344,0.164230927,0.164233719,0,0,,0.164233719,0.164011557,0.164138874,,1.001354553
,18,0,0,0.134022418,0.134019867,0.134014766,0.134004365,0.13398843,0.133966902,0.133940171,0.133909514,0.133878011,0.13385263,0.133848183,0.133871771,0.133906784,0.133943632,0.13397768,0.134006808,0.134030157,0.134047505,0.134058931,0.134064592,0.134067423,0,0,,0.134067423,0.133848183,0.133972407,,1.001637973
,19,0,0,0.108742914,0.10874035,0.108735222,0.108724783,0.108708847,0.108687441,0.10866108,0.108631194,0.108600979,0.108577184,0.108573304,0.108595683,0.108629436,0.108665491,0.108699195,0.10872828,0.108751743,0.108769253,0.108780819,0.10878656,0.10878943,0,0,,0.10878943,0.108573304,0.108694247,,1.001990606
,20,0,0,0.087449292,0.087446719,0.087441573,0.087431122,0.087415232,0.08739402,0.087368124,0.087339119,0.087310278,0.08728809,0.08728479,0.087306013,0.087338487,0.087373682,0.087406975,0.08743597,0.087459521,0.087477184,0.08748889,0.087494712,0.087497624,0,0,,0.087497624,0.08728479,0.087402258,,1.002438382
,21,0,0,0.069232791,0.069230221,0.069225079,0.069214644,0.069198858,0.06917793,0.069152623,0.069124629,0.069097276,0.069076748,0.069074058,0.069094169,0.069125339,0.069159611,0.069192419,0.069221268,0.069244871,0.069262672,0.069274519,0.069280437,0.069283397,0,0,,0.069283397,0.069074058,0.069187788,,1.003030641
,22,0,0,0.053006316,0.053003756,0.052998638,0.052988296,0.052972721,0.052952223,0.052927689,0.052900938,0.052875289,0.052856578,0.052854572,0.05287357,0.052903342,0.052936553,0.05296876,0.052997378,0.05302099,0.053038909,0.053050882,0.053056867,0.053059859,0,0,,0.053059859,0.052854572,0.052964006,,1.003883989
,23,0,0,0.036786426,0.036783921,0.036778911,0.036768826,0.036753733,0.036734058,0.036710819,0.036685929,0.036662648,0.036646325,0.036645238,0.03666291,0.036690883,0.036722605,0.03675384,0.036781953,0.036805392,0.036823324,0.036835377,0.036841425,0.036844449,0,0,,0.036844449,0.036645238,0.036748523,,1.005436194
,24,0,0,0.014016465,0.014014451,0.014010425,0.014002367,0.013990453,0.013975211,0.01395769,0.013939635,0.013923706,0.013913785,0.013914697,0.013928278,0.01394999,0.013975322,0.014000955,0.014024583,0.014044677,0.014060298,0.014070923,0.014076294,0.01407898,0,0,,0.01407898,0.013913785,0.013993771,,1.011872806
,25,0,0,0.001183437,0.001183075,0.001182351,0.00118092,0.00117886,0.001176345,0.001173687,0.001171361,0.001170046,0.001170512,0.001171694,0.001172794,0.001175771,0.001180008,0.001184749,0.001189392,0.001193504,0.001196793,0.001199075,0.001200242,0.001200826,0,0,,0.001200826,0.001170046,0.00118264,,1.026306154
,26,0,0,7.76E-04,7.75E-04,7.75E-04,7.74E-04,7.73E-04,7.72E-04,7.71E-04,7.70E-04,7.70E-04,7.72E-04,7.73E-04,7.72E-04,7.73E-04,7.74E-04,7.76E-04,7.79E-04,7.81E-04,7.83E-04,7.84E-04,7.84E-04,7.85E-04,0,0,,0.000784716,0.000769944,0.00077573,,1.0191859
,27,0,0,9.46E-04,9.46E-04,9.45E-04,9.44E-04,9.42E-04,9.41E-04,9.39E-04,9.38E-04,9.37E-04,9.38E-04,9.39E-04,9.39E-04,9.40E-04,9.43E-04,9.46E-04,9.49E-04,9.52E-04,9.54E-04,9.56E-04,9.56E-04,9.57E-04,0,0,,0.000956722,0.000937154,0.00094507,,1.020880667
,28,0,0,0.001434976,0.001434514,0.001433591,0.001431761,0.00142911,0.001425839,0.001422313,0.001419109,0.001417073,0.001417212,0.001418394,0.001419737,0.001423439,0.001428657,0.001434435,0.001440046,0.00144498,0.001448902,0.00145161,0.001452991,0.001453682,0,0,,0.001453682,0.001417073,0.001432494,,1.025834081
,29,0,0,0.002748441,0.002747465,0.002745513,0.002741625,0.002735935,0.002728795,0.002720849,0.00271312,0.002707098,0.002704722,0.00270652,0.002712326,0.002722521,0.002735107,0.0027483,0.002760767,0.00277157,0.002780087,0.002785942,0.002788922,0.002790412,0,0,,0.002790412,0.002704722,0.002742668,,1.03168168
,30,0,0,0.020276426,0.020272385,0.020264302,0.020248086,0.020224034,0.020193154,0.020157483,0.020120427,0.020087208,0.020065697,0.020068431,0.020100669,0.020149247,0.020204561,0.020259897,0.020310624,0.020353661,0.020387094,0.020409841,0.02042135,0.020427104,0,0,,0.020427104,0.020065697,0.020238175,,1.018011194
,31,0,0,0.368940008,0.36893755,0.368932634,0.368922538,0.368906876,0.368885275,0.368857566,0.368824151,0.368787079,0.368753622,0.368746296,0.368776971,0.368818087,0.368858147,0.368893247,0.368922228,0.368944919,0.368961519,0.368972344,0.36897768,0.368980347,0,0,,0.368980347,0.368746296,0.368885671,,1.000634722
,32,0,0,0.494347917,0.494345504,0.494340678,0.494330756,0.49431533,0.494293977,0.494266413,0.494232808,0.494194822,0.494159517,0.494151487,0.494183973,0.494226212,0.49426655,0.494301471,0.494330095,0.494352412,0.494368697,0.494379301,0.494384521,0.494387131,0,0,,0.494387131,0.494151487,0.494293313,,1.000476865
,33,0,0,0.487935313,0.487932902,0.48792808,0.487918159,0.487902741,0.4878814,0.487853855,0.487820291,0.487782396,0.487747226,0.487739241,0.487771591,0.487813726,0.487854009,0.4878889,0.487917509,0.487939818,0.487956094,0.487966691,0.487971916,0.487974528,0,0,,0.487974528,0.487739241,0.48788078,,1.000482404
,34,0,0,0.437175084,0.43717266,0.437167814,0.437157852,0.437142379,0.437120993,0.437093455,0.437060029,0.437022547,0.436988164,0.436980467,0.437012035,0.437053661,0.437093757,0.437128641,0.437157316,0.437179714,0.437196071,0.437206725,0.437211974,0.437214599,0,0,,0.437214599,0.436980467,0.437120759,,1.000535795
,35,0,0,0.37588929,0.375886851,0.375881973,0.375871954,0.375856406,0.375834955,0.375807427,0.375774211,0.375737335,0.375704052,0.375696761,0.375727256,0.375768149,0.375807968,0.375842835,0.375871608,0.375894133,0.375910606,0.375921349,0.375926641,0.375929287,0,0,,0.375929287,0.375696761,0.375835288,,1.000618921
,36,0,0,0.316665425,0.316662966,0.31665805,0.316647958,0.316632318,0.316610805,0.316583313,0.316550377,0.316514243,0.316482237,0.316475409,0.316504698,0.316544714,0.316584171,0.316619002,0.316647888,0.316670553,0.316687165,0.316698008,0.316703362,0.316706038,0,0,,0.316706038,0.316475409,0.316611843,,1.000728743
,37,0,0,0.263740587,0.263738107,0.263733147,0.263722979,0.263707255,0.263685686,0.263658268,0.263625694,0.263590434,0.263559819,0.263553497,0.263581505,0.26362052,0.263659531,0.263694275,0.26372325,0.263746083,0.26376285,0.263773814,0.263779225,0.263781931,0,0,,0.263781931,0.263553497,0.263687546,,1.000866748
,38,0,0,0.218068176,0.218065673,0.218060667,0.218050423,0.21803462,0.218013018,0.217985717,0.217953586,0.2179193,0.217890157,0.217884365,0.217911074,0.217949,0.217987478,0.218022095,0.218051155,0.218074146,0.21809108,0.21810216,0.218107637,0.218110375,0,0,,0.218110375,0.217884365,0.218015805,,1.001037295
,39,0,0,0.179328938,0.179326414,0.179321368,0.179311053,0.179295173,0.179273566,0.179246457,0.179214863,0.179181657,0.179154024,0.179148771,0.179174183,0.179210952,0.179248823,0.179283256,0.179312374,0.179335515,0.179352611,0.179363835,0.179369398,0.179372179,0,0,,0.179372179,0.179148771,0.1792774,,1.00124705
,40,0,0,0.146753366,0.146750823,0.146745738,0.14673536,0.146719436,0.146697874,0.146671007,0.146640038,0.146607991,0.146581915,0.146577219,0.146601359,0.146636921,0.1466741,0.146708279,0.146737412,0.146760703,0.146777979,0.146789341,0.146794966,0.146797779,0,0,,0.146797779,0.146577219,0.146702838,,1.001504733
,41,0,0,0.119445515,0.119442957,0.11943784,0.119427414,0.119411474,0.119390008,0.119363471,0.119333228,0.119302429,0.119277925,0.11927379,0.119296702,0.119331019,0.119367435,0.119401301,0.119430411,0.119453828,0.119471268,0.119482771,0.119488478,0.119491331,0,0,,0.119491331,0.11927379,0.119396219,,1.001823881
,42,0,0,0.096505963,0.096503393,0.096498252,0.096487802,0.096471886,0.096450579,0.096424462,0.09639505,0.096365584,0.096342674,0.096339113,0.096360846,0.096393893,0.09642948,0.096462964,0.096492006,0.096515522,0.096533118,0.096544762,0.096550549,0.096553442,0,0,,0.096553442,0.096339113,0.096458159,,1.002224741
,43,0,0,0.07704649,0.077043916,0.077038766,0.077028323,0.077012484,0.076991416,0.076965826,0.076937364,0.076909329,0.07688805,0.076885082,0.076905685,0.07693744,0.076972131,0.077005166,0.077034087,0.077057672,0.077075415,0.077087197,0.077093065,0.077095999,0,0,,0.077095999,0.076885082,0.077000519,,1.002743268
,44,0,0,0.060102272,0.060099704,0.060094568,0.060084178,0.060068494,0.060047779,0.060022865,0.059995522,0.059969072,0.059949518,0.059947191,0.059966692,0.059997106,0.060030812,0.060063307,0.060092042,0.060115659,0.06013353,0.060145447,0.060151396,0.06015437,0,0,,0.06015437,0.059947191,0.060058644,,1.003456017
,45,0,0,0.044266659,0.04426412,0.044259042,0.044248801,0.044233429,0.044213295,0.044189357,0.044163492,0.044138998,0.044121472,0.044119923,0.044138248,0.04416713,0.044199627,0.04423139,0.0442598,0.044283364,0.044301321,0.044313355,0.044319382,0.044322395,0,0,,0.044322395,0.044119923,0.044226409,,1.004589124
,46,0,0,0.025866567,0.025864178,0.0258594,0.025849806,0.025835524,0.025817053,0.025795482,0.025772736,0.025751929,0.025737919,0.025737678,0.025754064,0.025780138,0.02581008,0.025839916,0.025867051,0.025889869,0.025907446,0.02591932,0.025925296,0.025928284,0,0,,0.025928284,0.025737678,0.025833797,,1.00740574
,47,0,0,0.002764521,0.002763713,0.002762096,0.002758878,0.002754176,0.002748288,0.002741749,0.002735396,0.002730426,0.002728382,0.002729882,0.002734896,0.002743443,0.002753909,0.002764863,0.002775218,0.0027842,0.002791289,0.002796167,0.002798651,0.002799893,0,0,,0.002799893,0.002728382,0.002760002,,1.026210168
,48,0,0,8.19E-04,8.18E-04,8.18E-04,8.17E-04,8.16E-04,8.14E-04,8.13E-04,8.12E-04,8.12E-04,8.13E-04,8.14E-04,8.14E-04,8.15E-04,8.17E-04,8.20E-04,8.22E-04,8.25E-04,8.27E-04,8.28E-04,8.29E-04,8.29E-04,0,0,,0.000829027,0.00081203,0.000818683,,1.020931093
,49,0,0,8.35E-04,8.35E-04,8.34E-04,8.33E-04,8.32E-04,8.31E-04,8.29E-04,8.28E-04,8.28E-04,8.30E-04,8.31E-04,8.30E-04,8.31E-04,8.33E-04,8.35E-04,8.38E-04,8.40E-04,8.42E-04,8.43E-04,8.44E-04,8.44E-04,0,0,,0.000844356,0.000828296,0.000834636,,1.019388482
,50,0,0,0.001164845,0.001164495,0.001163795,0.001162412,0.001160421,0.001157992,0.001155432,0.001153224,0.001152078,0.001152797,0.001153889,0.001154316,0.001156668,0.001160352,0.001164589,0.001168778,0.001172496,0.001175469,0.001177529,0.001178581,0.001179107,0,0,,0.001179107,0.001152078,0.001163298,,1.023460762
,51,0,0,0.001968982,0.001968303,0.001966947,0.001964249,0.001960318,0.001955416,0.001950023,0.001944904,0.001941174,0.001940228,0.001941638,0.001944823,0.001951215,0.001959486,0.001968337,0.001976788,0.001984151,0.001989975,0.001993984,0.001996026,0.001997047,0,0,,0.001997047,0.001940228,0.001964953,,1.029284863
